x,top_y,bottom_y,height
1767,324,1628,1305
1768,324,1628,1305
1769,324,1628,1305
1770,324,1628,1305
1771,324,1628,1305
1772,324,1628,1305
1773,324,1628,1305
1774,324,1628,1305
1775,324,1628,1305
1776,324,1628,1305
1777,324,1628,1305
1778,324,1628,1305
1779,324,1628,1305
1780,324,1628,1305
1781,324,1628,1305
1782,324,1628,1305
1783,324,1628,1305
1784,324,1628,1305
1785,324,1628,1305
1786,324,1628,1305
1787,324,1628,1305
1788,324,1628,1305
1789,324,1628,1305
1790,324,1628,1305
1791,324,1628,1305
1792,324,1628,1305
1793,324,1628,1305
1794,324,1628,1305
1795,324,1628,1305
1796,324,1628,1305
1797,324,1628,1305
1798,324,1628,1305
1799,324,1628,1305
1800,324,1628,1305
1801,324,1628,1305
1802,324,1628,1305
1803,324,1628,1305
1804,324,1628,1305
1805,324,1628,1305
1806,324,1628,1305
1807,324,1628,1305
1808,324,1628,1305
1809,324,1628,1305
1810,324,1628,1305
1811,324,1628,1305
1812,324,1628,1305
1813,324,1628,1305
1814,324,1628,1305
1815,324,1628,1305
1816,324,1628,1305
1817,324,1628,1305
1818,324,1628,1305
1819,324,1628,1305
1820,324,1628,1305
1821,324,1628,1305
1822,324,1628,1305
1823,324,1628,1305
1824,324,1628,1305
1825,324,1628,1305
1826,324,1628,1305
1827,324,1628,1305
1828,324,1628,1305
1829,324,1628,1305
1830,324,1628,1305
1831,324,1628,1305
1832,324,1628,1305
1833,324,1628,1305
1834,324,1628,1305
1835,324,1628,1305
1836,324,1628,1305
1837,324,1628,1305
1838,324,1628,1305
1839,324,1628,1305
1840,324,1628,1305
1841,324,1628,1305
1842,324,1628,1305
1843,324,1628,1305
1844,324,1628,1305
1845,324,1628,1305
1846,324,1628,1305
1847,324,1628,1305
1848,324,1628,1305
1849,324,1628,1305
1850,324,1628,1305
1851,324,1628,1305
1852,324,1628,1305
1853,324,1628,1305
1854,324,1628,1305
1855,324,1628,1305
1856,324,1628,1305
1857,324,1628,1305
1858,324,1628,1305
1859,324,1628,1305
1860,324,1628,1305
1861,324,1628,1305
1862,324,1628,1305
1863,324,1628,1305
1864,324,1628,1305
1865,324,1628,1305
1866,324,1628,1305
1867,324,1628,1305
1868,324,1628,1305
1869,324,1628,1305
1870,324,1628,1305
1871,324,1628,1305
1872,324,1628,1305
1873,324,1628,1305
1874,324,1628,1305
1875,324,1628,1305
1876,324,1628,1305
1877,324,1628,1305
1878,324,1628,1305
1879,324,1628,1305
1880,324,1628,1305
1881,324,1628,1305
1882,324,1628,1305
1883,324,1628,1305
1884,324,1628,1305
1885,324,1628,1305
1886,324,1628,1305
1887,324,1628,1305
1888,324,1628,1305
1889,324,1628,1305
1890,324,1628,1305
1891,324,1628,1305
1892,324,1628,1305
1893,324,1628,1305
1894,324,1628,1305
1895,324,1628,1305
1896,324,1628,1305
1897,324,1628,1305
1898,324,1628,1305
1899,324,1628,1305
1900,324,1628,1305
1901,324,1628,1305
1902,324,1628,1305
1903,324,1628,1305
1904,324,1628,1305
1905,324,1628,1305
1906,324,1628,1305
1907,324,1628,1305
1908,324,1628,1305
1909,324,1628,1305
1910,324,1628,1305
1911,324,1628,1305
1912,324,1628,1305
1913,324,1628,1305
1914,324,1628,1305
1915,324,1628,1305
1916,324,1628,1305
1917,324,1628,1305
1918,324,1628,1305
1919,324,1628,1305
1920,324,1628,1305
1921,324,1628,1305
1922,324,1628,1305
1923,324,1628,1305
1924,324,1628,1305
1925,324,1628,1305
1926,324,1628,1305
1927,324,1628,1305
1928,324,1628,1305
1929,324,1628,1305
1930,324,1628,1305
1931,324,1628,1305
1932,324,1628,1305
1933,324,1628,1305
1934,324,1628,1305
1935,324,1628,1305
1936,324,1628,1305
1937,324,1628,1305
1938,324,1628,1305
1939,324,1628,1305
1940,324,1628,1305
1941,324,1628,1305
1942,324,1628,1305
1943,324,1628,1305
1944,324,1628,1305
1945,324,1628,1305
1946,324,1628,1305
1947,324,1628,1305
1948,324,1628,1305
1949,324,1628,1305
1950,324,1628,1305
1951,324,1628,1305
1952,324,1628,1305
1953,324,1628,1305
1954,324,1628,1305
1955,324,1628,1305
1956,324,1628,1305
1957,324,1628,1305
1958,324,1628,1305
1959,324,1628,1305
1960,324,1628,1305
1961,324,1628,1305
1962,324,1628,1305
1963,324,1628,1305
1964,324,1628,1305
1965,324,1628,1305
1966,324,1628,1305
1967,324,1628,1305
1968,324,1628,1305
1969,324,1628,1305
1970,324,1628,1305
1971,324,1628,1305
1972,324,1628,1305
1973,324,1628,1305
1974,324,1628,1305
1975,324,1628,1305
1976,324,1628,1305
1977,324,1628,1305
1978,324,1628,1305
1979,324,1628,1305
1980,324,1628,1305
1981,324,1628,1305
1982,324,1628,1305
1983,324,1628,1305
1984,324,1628,1305
1985,324,1628,1305
1986,324,1628,1305
1987,324,1628,1305
1988,324,1628,1305
1989,324,1628,1305
1990,324,1628,1305
1991,324,1628,1305
1992,324,1628,1305
1993,324,1628,1305
1994,324,1628,1305
1995,324,1628,1305
1996,324,1628,1305
1997,324,1628,1305
1998,324,1628,1305
1999,324,1628,1305
2000,324,1628,1305
2001,324,1628,1305
2002,324,1628,1305
2003,324,1628,1305
2004,324,1628,1305
2005,324,1628,1305
2006,324,1628,1305
2007,324,1628,1305
2008,324,1628,1305
2009,324,1628,1305
2010,324,1628,1305
2011,324,1628,1305
